"kegg","n_mags_human","n_mags_wild","n_mags_NA","absent_human","absent_wild","absent_NA","p_value","odds_ratio","conf_low","conf_high","log_or","log2_or","se_log_or","se_log2_or","p_adj","prop_g1","prop_g2","diff_prop","species","contrast","n_mags_domestic","absent_domestic","neg_log10_padj","sig","ko","pathway_map","pathway_name","class","category"
"K15727",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15738",NA,10,100,NA,0,NA,1,Inf,0.00987740384615386,Inf,Inf,Inf,Inf,Inf,1,1,0.961538461538462,-0.0384615384615384,"bacteroides_uniformis","WildvsDomestic",25,1,0,FALSE,NA,NA,NA,NA,NA
"K15773",NA,6,84,NA,4,NA,1,1.27681401589468,0.23457236606686,7.71227332257268,0.244367925014279,0.352548393570426,0.891021464103902,1.28547224758832,1,0.6,0.538461538461538,-0.0615384615384615,"bacteroides_uniformis","WildvsDomestic",14,12,0,FALSE,NA,NA,NA,NA,NA
"K15779",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15789",NA,9,99,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,"ko:K15789","path:map00260","Glycine, serine and threonine metabolism","Metabolism; Amino acid metabolism","Metabolism"
"K15837",NA,1,21,NA,9,NA,1,1.32217655141942,0.0203631174304606,28.4413754041334,0.279279281241414,0.402914834070022,1.84741707881365,2.66525945805802,1,0.1,0.0769230769230769,-0.0230769230769231,"bacteroides_uniformis","WildvsDomestic",2,24,0,FALSE,NA,NA,NA,NA,NA
"K15876",NA,9,84,NA,1,NA,0.654608911013086,2.10335799152497,0.191633499267426,112.381793290362,0.74353511120376,1.07269441766049,1.62603891124092,2.34587827353977,1,0.9,0.807692307692308,-0.0923076923076923,"bacteroides_uniformis","WildvsDomestic",21,5,0,FALSE,NA,NA,NA,NA,NA
"K15894",NA,9,98,NA,1,NA,1,1.61598740738835,0.133323008191179,89.3734259291324,0.479946167610838,0.69241595590582,1.66015404361844,2.39509600584009,1,0.9,0.846153846153846,-0.0538461538461539,"bacteroides_uniformis","WildvsDomestic",22,4,0,FALSE,NA,NA,NA,NA,NA
"K15896",NA,2,18,NA,8,NA,0.180672268907563,5.870676511574,0.272614501255193,381.919375476822,1.76996987618981,2.55352676290189,1.84819032969642,2.66637502327197,1,0.2,0.0384615384615385,-0.161538461538462,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K15897",NA,8,98,NA,2,NA,0.689456798663106,1.75121879853322,0.257006779770824,20.5872753091497,0.560312001826976,0.808359346386346,1.11819540701594,1.61321496844671,1,0.8,0.692307692307692,-0.107692307692308,"bacteroides_uniformis","WildvsDomestic",18,8,0,FALSE,"ko:K15897","path:map00541","Biosynthesis of various nucleotide sugars","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K15898",NA,7,98,NA,3,NA,1,1.22817704854001,0.209423978548479,9.16289284057154,0.205530995668056,0.296518548199275,0.963917453439065,1.39063892990286,1,0.7,0.653846153846154,-0.0461538461538461,"bacteroides_uniformis","WildvsDomestic",17,9,0,FALSE,"ko:K15898","path:map00541","Biosynthesis of various nucleotide sugars","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K15899",NA,8,75,NA,2,NA,0.0054502582147678,12.1775538930264,1.79740678554016,148.333322595215,2.49959441231195,3.60615246287622,1.12579514532493,1.62417907321714,0.88185177914943,0.8,0.230769230769231,-0.569230769230769,"bacteroides_uniformis","WildvsDomestic",6,20,0.0546044045586042,FALSE,"ko:K15899","path:map00541","Biosynthesis of various nucleotide sugars","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K15910",NA,0,5,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.115384615384615,NA,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,NA,NA,NA,NA,NA
"K15913",NA,2,63,NA,8,NA,1,0.685592550103291,0.0574824422497064,4.81849540742694,-0.377471778001346,-0.544576662198082,1.1297799625468,1.62992794926199,1,0.2,0.269230769230769,0.0692307692307692,"bacteroides_uniformis","WildvsDomestic",7,19,0,FALSE,"ko:K15913","path:map00541","Biosynthesis of various nucleotide sugars","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K15914",NA,0,22,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.115384615384615,NA,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,NA,NA,NA,NA,NA
"K15915",NA,7,95,NA,3,NA,0.118601986249045,0.205737182802204,0.0144110054196344,2.16493603051329,-1.58115573637288,-2.2811255397383,1.2786106920818,1.84464530469402,1,0.7,0.923076923076923,0.223076923076923,"bacteroides_uniformis","WildvsDomestic",24,2,0,FALSE,NA,NA,NA,NA,NA
"K15921",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15923",NA,9,100,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15924",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15973",NA,10,90,NA,0,NA,1,Inf,0.0707103063400031,Inf,Inf,Inf,Inf,Inf,1,1,0.923076923076923,-0.0769230769230769,"bacteroides_uniformis","WildvsDomestic",24,2,0,FALSE,NA,NA,NA,NA,NA
"K15977",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15987",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16011",NA,1,45,NA,9,NA,1,0.618816703291106,0.0111890082494202,7.50058083422517,-0.479946167610837,-0.692415955905818,1.66015404361844,2.39509600584008,1,0.1,0.153846153846154,0.0538461538461538,"bacteroides_uniformis","WildvsDomestic",4,22,0,FALSE,NA,NA,NA,NA,NA
"K16028",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,"ko:K16028","path:map01051","Biosynthesis of ansamycins","Metabolism; Metabolism of terpenoids and polyketides","Metabolism"
"K16044",NA,9,100,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16052",NA,0,16,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.461538461538462,NA,"bacteroides_uniformis","WildvsDomestic",12,14,0,FALSE,NA,NA,NA,NA,NA
"K16053",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16055",NA,10,98,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16066",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16088",NA,0,0,NA,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K16089",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16092",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16138",NA,0,0,NA,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K16150",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16153",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16165",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16179",NA,0,5,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,"ko:K16179","path:map00680","Methane metabolism","Metabolism; Energy metabolism","Metabolism"
"K16191",NA,6,49,NA,4,NA,0.000668449197860963,31.8399691298482,2.87436146956325,1765.61355689283,3.46072239143577,4.99276703201778,1.63786300541407,2.36293683556638,0.306754799311888,0.6,0.0384615384615385,-0.561538461538462,"bacteroides_uniformis","WildvsDomestic",1,25,0.513208633822263,FALSE,NA,NA,NA,NA,NA
"K16211",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16212",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16213",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16327",NA,9,100,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16345",NA,0,13,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0769230769230769,NA,"bacteroides_uniformis","WildvsDomestic",2,24,0,FALSE,NA,NA,NA,NA,NA
"K16363",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16365",NA,9,99,NA,1,NA,0.484126984126984,0.372104010881986,0.00442227851261371,31.372226167273,-0.988581864644425,-1.42622215363528,2.26199571419857,3.26336999938637,1,0.9,0.961538461538462,0.0615384615384615,"bacteroides_uniformis","WildvsDomestic",25,1,0,FALSE,NA,NA,NA,NA,NA
"K16511",NA,0,0,NA,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K16554",NA,8,100,NA,2,NA,0.0714285714285714,0,0,1.95797380643957,-Inf,-Inf,Inf,Inf,1,0.8,1,0.2,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16555",NA,6,73,NA,4,NA,0.412879259972435,0.461001072531857,0.0745657447758256,2.98573194964592,-0.774354909454883,-1.11715798775858,0.941305864435774,1.35801730258119,1,0.6,0.769230769230769,0.169230769230769,"bacteroides_uniformis","WildvsDomestic",20,6,0,FALSE,NA,NA,NA,NA,NA
"K16557",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16558",NA,0,7,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.346153846153846,NA,"bacteroides_uniformis","WildvsDomestic",9,17,0,FALSE,"ko:K16558","path:map00543","Exopolysaccharide biosynthesis","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K16559",NA,9,99,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16560",NA,3,65,NA,7,NA,0.316893179559214,3.16034277562118,0.344618520009677,29.4839119484883,1.15068049501386,1.66008104380415,1.13499029840293,1.63744487496299,1,0.3,0.115384615384615,-0.184615384615385,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,"ko:K16560","path:map00543","Exopolysaccharide biosynthesis","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K16566",NA,8,99,NA,2,NA,0.0714285714285714,0,0,1.95797380643957,-Inf,-Inf,Inf,Inf,1,0.8,1,0.2,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,"ko:K16566","path:map00543","Exopolysaccharide biosynthesis","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K16567",NA,1,19,NA,9,NA,1,0.855552812360472,0.0146284056562645,12.3978749738256,-0.156007454813637,-0.225071181401344,1.71997835011069,2.48140423614108,1,0.1,0.115384615384615,0.0153846153846154,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,NA,NA,NA,NA,NA
"K16568",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16639",NA,6,22,NA,4,NA,0.412879259972435,0.461001072531857,0.0745657447758256,2.98573194964592,-0.774354909454883,-1.11715798775858,0.941305864435774,1.35801730258119,1,0.6,0.769230769230769,0.169230769230769,"bacteroides_uniformis","WildvsDomestic",20,6,0,FALSE,NA,NA,NA,NA,NA
"K16692",NA,9,100,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16695",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16698",NA,1,13,NA,9,NA,1,0.618816703291106,0.0111890082494202,7.50058083422517,-0.479946167610837,-0.692415955905818,1.66015404361844,2.39509600584008,1,0.1,0.153846153846154,0.0538461538461538,"bacteroides_uniformis","WildvsDomestic",4,22,0,FALSE,NA,NA,NA,NA,NA
"K16699",NA,8,100,NA,2,NA,0.0714285714285714,0,0,1.95797380643957,-Inf,-Inf,Inf,Inf,1,0.8,1,0.2,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16702",NA,3,48,NA,7,NA,0.316893179559214,3.16034277562118,0.344618520009677,29.4839119484883,1.15068049501386,1.66008104380415,1.13499029840293,1.63744487496299,1,0.3,0.115384615384615,-0.184615384615385,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,"ko:K16702","path:map00543","Exopolysaccharide biosynthesis","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K16710",NA,1,18,NA,9,NA,1,1.32217655141942,0.0203631174304606,28.4413754041334,0.279279281241414,0.402914834070022,1.84741707881365,2.66525945805802,1,0.1,0.0769230769230769,-0.0230769230769231,"bacteroides_uniformis","WildvsDomestic",2,24,0,FALSE,NA,NA,NA,NA,NA
"K16868",NA,1,6,NA,9,NA,1,1.32217655141942,0.0203631174304606,28.4413754041334,0.279279281241414,0.402914834070022,1.84741707881365,2.66525945805802,1,0.1,0.0769230769230769,-0.0230769230769231,"bacteroides_uniformis","WildvsDomestic",2,24,0,FALSE,NA,NA,NA,NA,NA
"K16870",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16898",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16899",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K16921",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K17103",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K17249",NA,0,20,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.115384615384615,NA,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,NA,NA,NA,NA,NA
"K17250",NA,0,4,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0769230769230769,NA,"bacteroides_uniformis","WildvsDomestic",2,24,0,FALSE,NA,NA,NA,NA,NA
"K17256",NA,3,40,NA,7,NA,0.00686492617069074,0.110837142479025,0.0133278130272093,0.687903350820388,-2.19969333991311,-3.17348667296913,1.00607022776817,1.45145252838717,0.974879495736002,0.3,0.807692307692308,0.507692307692308,"bacteroides_uniformis","WildvsDomestic",21,5,0.011049063861745,FALSE,"ko:K17256","path:map04935","Growth hormone synthesis, secretion and action","Organismal Systems; Endocrine system","Organismal Systems"
"K17450",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,"ko:K17450","path:map00300","Lysine biosynthesis","Metabolism; Amino acid metabolism","Metabolism"
"K17570",NA,9,98,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K17641",NA,0,46,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0769230769230769,NA,"bacteroides_uniformis","WildvsDomestic",2,24,0,FALSE,NA,NA,NA,NA,NA
"K17680",NA,9,94,NA,1,NA,0.484126984126984,0.372104010881986,0.00442227851261371,31.372226167273,-0.988581864644425,-1.42622215363528,2.26199571419857,3.26336999938637,1,0.9,0.961538461538462,0.0615384615384615,"bacteroides_uniformis","WildvsDomestic",25,1,0,FALSE,"ko:K17680","path:map05017","Spinocerebellar ataxia","Human Diseases; Neurodegenerative disease","Human Diseases"
"K17686",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K17713",NA,9,100,NA,1,NA,0.484126984126984,0.372104010881986,0.00442227851261371,31.372226167273,-0.988581864644425,-1.42622215363528,2.26199571419857,3.26336999938637,1,0.9,0.961538461538462,0.0615384615384615,"bacteroides_uniformis","WildvsDomestic",25,1,0,FALSE,NA,NA,NA,NA,NA
"K17716",NA,8,88,NA,2,NA,0.254539357455997,3.31967482778289,0.515832135258918,38.0428285734236,1.19986683469274,1.73104193213835,1.09711389757094,1.58280077931596,1,0.8,0.538461538461538,-0.261538461538462,"bacteroides_uniformis","WildvsDomestic",14,12,0,FALSE,"ko:K17716","path:map00052","Galactose metabolism","Metabolism; Carbohydrate metabolism","Metabolism"
"K17724",NA,0,0,NA,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K17734",NA,10,100,NA,0,NA,1,Inf,0.00987740384615386,Inf,Inf,Inf,Inf,Inf,1,1,0.961538461538462,-0.0384615384615384,"bacteroides_uniformis","WildvsDomestic",25,1,0,FALSE,NA,NA,NA,NA,NA
"K17768",NA,1,5,NA,9,NA,0.484126984126984,2.68742064249652,0.0318753280263924,226.127774889729,0.988581864644422,1.42622215363527,2.26199571419857,3.26336999938637,1,0.1,0.0384615384615385,-0.0615384615384615,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K17810",NA,1,26,NA,9,NA,0.222671549153588,0.217563912590373,0.00432203372082018,2.04767463809955,-1.52526262062892,-2.20048881883465,1.5716158278662,2.26736236104517,1,0.1,0.346153846153846,0.246153846153846,"bacteroides_uniformis","WildvsDomestic",9,17,0,FALSE,NA,NA,NA,NA,NA
"K17828",NA,10,100,NA,0,NA,1,Inf,0.0707103063400031,Inf,Inf,Inf,Inf,Inf,1,1,0.923076923076923,-0.0769230769230769,"bacteroides_uniformis","WildvsDomestic",24,2,0,FALSE,NA,NA,NA,NA,NA
"K17884",NA,0,0,NA,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K17947",NA,1,17,NA,9,NA,0.11493396023593,0.158353919105557,0.00317915785779502,1.45180328525741,-1.84292275666336,-2.65877552177965,1.56223096188948,2.25382286144114,1,0.1,0.423076923076923,0.323076923076923,"bacteroides_uniformis","WildvsDomestic",11,15,0,FALSE,NA,NA,NA,NA,NA
"K17948",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K18009",NA,0,38,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.115384615384615,NA,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,NA,NA,NA,NA,NA
"K18138",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K18139",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K18189",NA,10,98,NA,0,NA,0.154687290360915,Inf,0.600874245885036,Inf,Inf,Inf,Inf,Inf,1,1,0.730769230769231,-0.269230769230769,"bacteroides_uniformis","WildvsDomestic",19,7,0,FALSE,NA,NA,NA,NA,NA
"K18205",NA,0,0,NA,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0769230769230769,NA,"bacteroides_uniformis","WildvsDomestic",2,24,0,FALSE,NA,NA,NA,NA,NA
"K18218",NA,1,2,NA,9,NA,0.484126984126984,2.68742064249652,0.0318753280263924,226.127774889729,0.988581864644422,1.42622215363527,2.26199571419857,3.26336999938637,1,0.1,0.0384615384615385,-0.0615384615384615,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K18230",NA,0,1,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K18234",NA,8,91,NA,2,NA,0.0714285714285714,0,0,1.95797380643957,-Inf,-Inf,Inf,Inf,1,0.8,1,0.2,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K18302",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K18303",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K18330",NA,3,15,NA,7,NA,0.657626120526075,1.76872330699528,0.218255927521191,12.2212968374413,0.570257990844101,0.822708375418088,1.02685382591903,1.48143692237124,1,0.3,0.192307692307692,-0.107692307692308,"bacteroides_uniformis","WildvsDomestic",5,21,0,FALSE,NA,NA,NA,NA,NA
"K18331",NA,3,15,NA,7,NA,0.657626120526075,1.76872330699528,0.218255927521191,12.2212968374413,0.570257990844101,0.822708375418088,1.02685382591903,1.48143692237124,1,0.3,0.192307692307692,-0.107692307692308,"bacteroides_uniformis","WildvsDomestic",5,21,0,FALSE,NA,NA,NA,NA,NA
"K18332",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K18353",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K18367",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,"ko:K18367","path:map00920","Sulfur metabolism","Metabolism; Energy metabolism","Metabolism"
"K18369",NA,8,99,NA,2,NA,0.0714285714285714,0,0,1.95797380643957,-Inf,-Inf,Inf,Inf,1,0.8,1,0.2,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,"ko:K18369","path:map00650","Butanoate metabolism","Metabolism; Carbohydrate metabolism","Metabolism"
"K18534",NA,9,93,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,"ko:K18534","path:map00130","Ubiquinone and other terpenoid-quinone biosynthesis","Metabolism; Metabolism of cofactors and vitamins","Metabolism"
"K18537",NA,9,99,NA,1,NA,1,1.16883491650387,0.0806589840687378,68.3601496634566,0.156007454813639,0.225071181401346,1.71997835011069,2.48140423614107,1,0.9,0.884615384615385,-0.0153846153846154,"bacteroides_uniformis","WildvsDomestic",23,3,0,FALSE,"ko:K18537","path:map00332","Carbapenem biosynthesis","Metabolism; Biosynthesis of other secondary metabolites","Metabolism"
"K18555",NA,9,92,NA,1,NA,1,0.756328645313256,0.035160043626254,49.1083943023444,-0.279279281241414,-0.402914834070022,1.84741707881365,2.66525945805802,1,0.9,0.923076923076923,0.0230769230769231,"bacteroides_uniformis","WildvsDomestic",24,2,0,FALSE,NA,NA,NA,NA,NA
"K18574",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
