"kegg","n_mags_human","n_mags_wild","n_mags_NA","absent_human","absent_wild","absent_NA","p_value","odds_ratio","conf_low","conf_high","log_or","log2_or","se_log_or","se_log2_or","p_adj","prop_g1","prop_g2","diff_prop","species","contrast","n_mags_domestic","absent_domestic","neg_log10_padj","sig","ko","pathway_map","pathway_name","class","category"
"K12343",NA,10,99,NA,0,NA,1,Inf,0.00987740384615386,Inf,Inf,Inf,Inf,Inf,1,1,0.961538461538462,-0.0384615384615384,"bacteroides_uniformis","WildvsDomestic",25,1,0,FALSE,NA,NA,NA,NA,NA
"K12373",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K12410",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K12453",NA,0,29,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K12460",NA,0,0,NA,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K12506",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K12524",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K12573",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K12582",NA,4,11,NA,6,NA,0.0385112989477316,7.41555001867143,0.841623805563743,100.642876546245,2.0035791493287,2.89055370276504,1.22040829755052,1.76067699873587,1,0.4,0.0769230769230769,-0.323076923076923,"bacteroides_uniformis","WildvsDomestic",2,24,0,FALSE,NA,NA,NA,NA,NA
"K12942",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K12976",NA,0,0,NA,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K12984",NA,0,6,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.115384615384615,NA,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,NA,NA,NA,NA,NA
"K12986",NA,0,24,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,"ko:K12986","path:map00540","Lipopolysaccharide biosynthesis","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K12988",NA,2,52,NA,8,NA,0.000558510389695365,0.0517168755324981,0.00395363510638963,0.377104675077877,-2.96197113810791,-4.27322107220452,1.16272636883228,1.67745956622516,0.306754799311888,0.2,0.846153846153846,0.646153846153846,"bacteroides_uniformis","WildvsDomestic",22,4,0.513208633822263,FALSE,NA,NA,NA,NA,NA
"K12990",NA,0,6,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.115384615384615,NA,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,"ko:K12990","path:map02024","Quorum sensing","Cellular Processes; Cellular community - prokaryotes","Cellular Processes"
"K12995",NA,0,3,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K12997",NA,0,15,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.115384615384615,NA,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,NA,NA,NA,NA,NA
"K12998",NA,1,27,NA,9,NA,1,0.618816703291106,0.0111890082494202,7.50058083422517,-0.479946167610837,-0.692415955905818,1.66015404361844,2.39509600584008,1,0.1,0.153846153846154,0.0538461538461538,"bacteroides_uniformis","WildvsDomestic",4,22,0,FALSE,NA,NA,NA,NA,NA
"K13001",NA,1,17,NA,9,NA,0.0022570639923254,0.0540390596607856,0.00107547859841802,0.496873606557903,-2.91804816684121,-4.20985361937694,1.56519640578014,2.25810109263624,0.608654923263748,0.1,0.692307692307692,0.592307692307692,"bacteroides_uniformis","WildvsDomestic",18,8,0.215628860728863,FALSE,NA,NA,NA,NA,NA
"K13002",NA,0,49,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.153846153846154,NA,"bacteroides_uniformis","WildvsDomestic",4,22,0,FALSE,NA,NA,NA,NA,NA
"K13005",NA,5,78,NA,5,NA,0.0794334975369459,5.18533467322455,0.801561079050071,37.9661950072882,1.64583438602557,2.37443710684362,0.984155679242646,1.41983651790608,1,0.5,0.153846153846154,-0.346153846153846,"bacteroides_uniformis","WildvsDomestic",4,22,0,FALSE,NA,NA,NA,NA,NA
"K13006",NA,1,44,NA,9,NA,0.645398481973434,0.379202802160091,0.00726304886930346,3.91221386254613,-0.969684118965888,-1.39895846966087,1.60435178644654,2.31459036614777,1,0.1,0.230769230769231,0.130769230769231,"bacteroides_uniformis","WildvsDomestic",6,20,0,FALSE,NA,NA,NA,NA,NA
"K13007",NA,9,95,NA,1,NA,1,0.756328645313256,0.035160043626254,49.1083943023444,-0.279279281241414,-0.402914834070022,1.84741707881365,2.66525945805802,1,0.9,0.923076923076923,0.0230769230769231,"bacteroides_uniformis","WildvsDomestic",24,2,0,FALSE,NA,NA,NA,NA,NA
"K13010",NA,9,98,NA,1,NA,1,1.61598740738835,0.133323008191179,89.3734259291324,0.479946167610838,0.69241595590582,1.66015404361844,2.39509600584009,1,0.9,0.846153846153846,-0.0538461538461539,"bacteroides_uniformis","WildvsDomestic",22,4,0,FALSE,NA,NA,NA,NA,NA
"K13016",NA,2,42,NA,8,NA,0.180672268907563,5.870676511574,0.272614501255193,381.919375476822,1.76996987618981,2.55352676290189,1.84819032969642,2.66637502327197,1,0.2,0.0384615384615385,-0.161538461538462,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,"ko:K13016","path:map00541","Biosynthesis of various nucleotide sugars","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K13017",NA,2,42,NA,8,NA,0.180672268907563,5.870676511574,0.272614501255193,381.919375476822,1.76996987618981,2.55352676290189,1.84819032969642,2.66637502327197,1,0.2,0.0384615384615385,-0.161538461538462,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,"ko:K13017","path:map00541","Biosynthesis of various nucleotide sugars","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K13018",NA,2,42,NA,8,NA,0.180672268907563,5.870676511574,0.272614501255193,381.919375476822,1.76996987618981,2.55352676290189,1.84819032969642,2.66637502327197,1,0.2,0.0384615384615385,-0.161538461538462,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,"ko:K13018","path:map00541","Biosynthesis of various nucleotide sugars","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K13019",NA,2,44,NA,8,NA,0.180672268907563,5.870676511574,0.272614501255193,381.919375476822,1.76996987618981,2.55352676290189,1.84819032969642,2.66637502327197,1,0.2,0.0384615384615385,-0.161538461538462,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,"ko:K13019","path:map00541","Biosynthesis of various nucleotide sugars","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K13020",NA,2,41,NA,8,NA,0.180672268907563,5.870676511574,0.272614501255193,381.919375476822,1.76996987618981,2.55352676290189,1.84819032969642,2.66637502327197,1,0.2,0.0384615384615385,-0.161538461538462,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,"ko:K13020","path:map00541","Biosynthesis of various nucleotide sugars","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K13038",NA,9,99,NA,1,NA,0.484126984126984,0.372104010881986,0.00442227851261371,31.372226167273,-0.988581864644425,-1.42622215363528,2.26199571419857,3.26336999938637,1,0.9,0.961538461538462,0.0615384615384615,"bacteroides_uniformis","WildvsDomestic",25,1,0,FALSE,NA,NA,NA,NA,NA
"K13040",NA,0,0,NA,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K13043",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13052",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13059",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13075",NA,7,90,NA,3,NA,0.118601986249045,0.205737182802204,0.0144110054196344,2.16493603051329,-1.58115573637288,-2.2811255397383,1.2786106920818,1.84464530469402,1,0.7,0.923076923076923,0.223076923076923,"bacteroides_uniformis","WildvsDomestic",24,2,0,FALSE,NA,NA,NA,NA,NA
"K13091",NA,7,99,NA,3,NA,0.657626120526075,0.56537955713311,0.081824377011807,4.58177705117725,-0.5702579908441,-0.822708375418087,1.02685382591903,1.48143692237124,1,0.7,0.807692307692308,0.107692307692308,"bacteroides_uniformis","WildvsDomestic",21,5,0,FALSE,NA,NA,NA,NA,NA
"K13195",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13278",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13283",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13290",NA,2,48,NA,8,NA,0.603439860792802,1.87892747054273,0.134121200197079,19.7901035283481,0.630701119655848,0.909909377610609,1.2740289284925,1.83803521708521,1,0.2,0.115384615384615,-0.0846153846153846,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,"ko:K13290","path:map00260","Glycine, serine and threonine metabolism","Metabolism; Amino acid metabolism","Metabolism"
"K13292",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13378",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13408",NA,5,30,NA,5,NA,0.247368691636832,0.37977893014407,0.0632747535734612,2.19976691767442,-0.968165958330096,-1.39676822684034,0.905260274319098,1.30601450847395,1,0.5,0.730769230769231,0.230769230769231,"bacteroides_uniformis","WildvsDomestic",19,7,0,FALSE,"ko:K13408","path:map04626","Plant-pathogen interaction","Organismal Systems; Environmental adaptation","Organismal Systems"
"K13444",NA,8,95,NA,2,NA,0.0714285714285714,0,0,1.95797380643957,-Inf,-Inf,Inf,Inf,1,0.8,1,0.2,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13522",NA,3,59,NA,7,NA,0.657626120526075,1.76872330699528,0.218255927521191,12.2212968374413,0.570257990844101,0.822708375418088,1.02685382591903,1.48143692237124,1,0.3,0.192307692307692,-0.107692307692308,"bacteroides_uniformis","WildvsDomestic",5,21,0,FALSE,"ko:K13522","path:map00760","Nicotinate and nicotinamide metabolism","Metabolism; Metabolism of cofactors and vitamins","Metabolism"
"K13566",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13572",NA,3,51,NA,7,NA,0.685575008646395,1.41393360737773,0.180192667263831,9.14187381271745,0.346375612608035,0.499714378594489,1.00168214378359,1.44512186138361,1,0.3,0.230769230769231,-0.0692307692307692,"bacteroides_uniformis","WildvsDomestic",6,20,0,FALSE,NA,NA,NA,NA,NA
"K13573",NA,1,15,NA,9,NA,1,1.32217655141942,0.0203631174304606,28.4413754041334,0.279279281241414,0.402914834070022,1.84741707881365,2.66525945805802,1,0.1,0.0769230769230769,-0.0230769230769231,"bacteroides_uniformis","WildvsDomestic",2,24,0,FALSE,NA,NA,NA,NA,NA
"K13581",NA,3,57,NA,7,NA,0.685575008646395,1.41393360737773,0.180192667263831,9.14187381271745,0.346375612608035,0.499714378594489,1.00168214378359,1.44512186138361,1,0.3,0.230769230769231,-0.0692307692307692,"bacteroides_uniformis","WildvsDomestic",6,20,0,FALSE,"ko:K13581","path:map04112","Cell cycle - Caulobacter","Cellular Processes; Cell growth and death","Cellular Processes"
"K13598",NA,4,11,NA,6,NA,0.462882439523151,0.498868487332315,0.0819605379133634,2.70742386907149,-0.695412770406917,-1.00326855523691,0.89222320751962,1.2872059968546,1,0.4,0.576923076923077,0.176923076923077,"bacteroides_uniformis","WildvsDomestic",15,11,0,FALSE,"ko:K13598","path:map02020","Two-component system","Environmental Information Processing; Signal transduction","Environmental Information Processing"
"K13599",NA,0,0,NA,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K13652",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13663",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,"ko:K13663","path:map00543","Exopolysaccharide biosynthesis","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K13667",NA,5,17,NA,5,NA,0.0240121227983558,7.11495513523257,1.01413699735374,62.7082796541478,1.96219892586242,2.83085465957937,1.05215701247615,1.51794170413589,1,0.5,0.115384615384615,-0.384615384615385,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,NA,NA,NA,NA,NA
"K13683",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13684",NA,9,100,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13694",NA,8,98,NA,2,NA,0.0714285714285714,0,0,1.95797380643957,-Inf,-Inf,Inf,Inf,1,0.8,1,0.2,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13787",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13788",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13789",NA,0,0,NA,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K13884",NA,4,5,NA,6,NA,0.0151515151515152,15.0028856866894,1.21505715151177,847.006942185061,2.70824256171235,3.90716811330683,1.67013208593246,2.4094912780043,1,0.4,0.0384615384615385,-0.361538461538462,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,"ko:K13884","path:map04145","Phagosome","Cellular Processes; Transport and catabolism","Cellular Processes"
"K13963",NA,9,99,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K13985",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,"ko:K13985","path:map04723","Retrograde endocannabinoid signaling","Organismal Systems; Nervous system","Organismal Systems"
"K13993",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K14055",NA,0,3,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0769230769230769,NA,"bacteroides_uniformis","WildvsDomestic",2,24,0,FALSE,NA,NA,NA,NA,NA
"K14056",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K14058",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K14059",NA,8,100,NA,2,NA,0.687963802502833,2.07681736241628,0.311557519117165,24.16546329301,0.730836607670016,1.05437434958565,1.10997341401018,1.60135313991108,1,0.8,0.653846153846154,-0.146153846153846,"bacteroides_uniformis","WildvsDomestic",17,9,0,FALSE,NA,NA,NA,NA,NA
"K14060",NA,9,100,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K14082",NA,0,11,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,"ko:K14082","path:map00680","Methane metabolism","Metabolism; Energy metabolism","Metabolism"
"K14107",NA,6,39,NA,4,NA,0.0136371567536914,7.63835421955055,1.20943395440374,58.8621809603664,2.03318216368381,2.93326182477053,0.991083252958357,1.42983089415112,1,0.6,0.153846153846154,-0.446153846153846,"bacteroides_uniformis","WildvsDomestic",4,22,0,FALSE,NA,NA,NA,NA,NA
"K14155",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K14163",NA,9,99,NA,1,NA,1,1.16883491650387,0.0806589840687378,68.3601496634566,0.156007454813639,0.225071181401346,1.71997835011069,2.48140423614107,1,0.9,0.884615384615385,-0.0153846153846154,"bacteroides_uniformis","WildvsDomestic",23,3,0,FALSE,NA,NA,NA,NA,NA
"K14187",NA,9,81,NA,1,NA,1,1.16883491650387,0.0806589840687378,68.3601496634566,0.156007454813639,0.225071181401346,1.71997835011069,2.48140423614107,1,0.9,0.884615384615385,-0.0153846153846154,"bacteroides_uniformis","WildvsDomestic",23,3,0,FALSE,NA,NA,NA,NA,NA
"K14188",NA,1,13,NA,9,NA,1,0.855552812360472,0.0146284056562645,12.3978749738256,-0.156007454813637,-0.225071181401344,1.71997835011069,2.48140423614108,1,0.1,0.115384615384615,0.0153846153846154,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,NA,NA,NA,NA,NA
"K14208",NA,8,100,NA,2,NA,0.180672268907563,0.170338119981319,0.00261835367412693,3.66818344363825,-1.76996987618981,-2.55352676290189,1.84819032969642,2.66637502327197,1,0.8,0.961538461538462,0.161538461538462,"bacteroides_uniformis","WildvsDomestic",25,1,0,FALSE,NA,NA,NA,NA,NA
"K14213",NA,10,100,NA,0,NA,1,Inf,0.00987740384615386,Inf,Inf,Inf,Inf,Inf,1,1,0.961538461538462,-0.0384615384615384,"bacteroides_uniformis","WildvsDomestic",25,1,0,FALSE,NA,NA,NA,NA,NA
"K14349",NA,9,100,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K14379",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K14391",NA,8,100,NA,2,NA,0.0714285714285714,0,0,1.95797380643957,-Inf,-Inf,Inf,Inf,1,0.8,1,0.2,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K14415",NA,0,18,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K14440",NA,1,26,NA,9,NA,1,1.32217655141942,0.0203631174304606,28.4413754041334,0.279279281241414,0.402914834070022,1.84741707881365,2.66525945805802,1,0.1,0.0769230769230769,-0.0230769230769231,"bacteroides_uniformis","WildvsDomestic",2,24,0,FALSE,NA,NA,NA,NA,NA
"K14441",NA,10,100,NA,0,NA,1,Inf,0.00987740384615386,Inf,Inf,Inf,Inf,Inf,1,1,0.961538461538462,-0.0384615384615384,"bacteroides_uniformis","WildvsDomestic",25,1,0,FALSE,NA,NA,NA,NA,NA
"K14445",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K14487",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,"ko:K14487","path:map04075","Plant hormone signal transduction","Environmental Information Processing; Signal transduction","Environmental Information Processing"
"K14571",NA,0,2,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K14575",NA,0,7,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.115384615384615,NA,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,"ko:K14575","path:map03008","Ribosome biogenesis in eukaryotes","Genetic Information Processing; Translation","Genetic Information Processing"
"K14623",NA,8,87,NA,2,NA,0.0599078341013823,6.06851437676579,0.944665879189768,70.1678945720495,1.8031138266421,2.60134337585488,1.09893235845492,1.58542426381533,1,0.8,0.384615384615385,-0.415384615384615,"bacteroides_uniformis","WildvsDomestic",10,16,0,FALSE,NA,NA,NA,NA,NA
"K14652",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K14742",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K14979",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,"ko:K14979","path:map02020","Two-component system","Environmental Information Processing; Signal transduction","Environmental Information Processing"
"K15255",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15268",NA,6,97,NA,4,NA,0.179389590467258,0.284603292736546,0.0388509305917297,2.00564991574563,-1.25665902369358,-1.81297574157109,1.00612025631082,1.45152470431755,1,0.6,0.846153846153846,0.246153846153846,"bacteroides_uniformis","WildvsDomestic",22,4,0,FALSE,NA,NA,NA,NA,NA
"K15342",NA,4,19,NA,6,NA,0.412879259972435,2.16919235026486,0.334926248191366,13.4109838640571,0.774354909454883,1.11715798775858,0.941305864435774,1.35801730258119,1,0.4,0.230769230769231,-0.169230769230769,"bacteroides_uniformis","WildvsDomestic",6,20,0,FALSE,NA,NA,NA,NA,NA
"K15460",NA,9,100,NA,1,NA,0.277777777777778,0,0,15.0000287109924,-Inf,-Inf,Inf,Inf,1,0.9,1,0.1,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15461",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15529",NA,0,8,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0384615384615385,NA,"bacteroides_uniformis","WildvsDomestic",1,25,0,FALSE,NA,NA,NA,NA,NA
"K15531",NA,4,12,NA,6,NA,0.0758869530216778,4.83100901965672,0.632936391254917,42.8690549030532,1.57505535260773,2.27232454633279,1.07539173070271,1.5514623168978,1,0.4,0.115384615384615,-0.284615384615385,"bacteroides_uniformis","WildvsDomestic",3,23,0,FALSE,NA,NA,NA,NA,NA
"K15532",NA,10,96,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15633",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15635",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15719",NA,10,100,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15721",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15725",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
"K15726",NA,10,99,NA,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_uniformis","WildvsDomestic",26,0,0,FALSE,NA,NA,NA,NA,NA
